web-scraper-order,web-scraper-start-url,start_scraping,start_scraping-href,image-src,image_labels,REPLACED_LABELS,Ambience attributes,Human/ facial attributes,Objects/ animals,Product attributes,goal,Raised,people,time,updates,updates-href,createdby,today,no of days,shares
1543712010-1188,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/start-trucking-business,https://d2g8igdw686xgo.cloudfront.net/32161764_1534334903692323_r.jpeg,car motor vehicle vehicle automotive tire tire pickup truck transport automotive wheel system truck bumper, vehicle  motor vehicle vehicle automotive tire tire pickup truck transport automotive wheel system truck bumper,0.022727273,0.022727273,0.022727273,0.931818182,150000,0,0,Campaign created 3 months ago,0,,8/15/18,12/5/18,111,0
1543713348-1686,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/support-handsome-her,https://d2g8igdw686xgo.cloudfront.net/30801530_1530062442789604_r.jpeg,social group tree fun plant recreation team friendship,social group tree fun plant recreation team friendship,0.885964912,0.00877193,0.096491228,0.00877193,5000,2280,31,Raised by 31 people in 5 months,0,,6/22/18,12/5/18,165,253
1543713080-1589,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/6fs94ao,https://d2g8igdw686xgo.cloudfront.net/34690944_15426759006203_r.jpg,plant flowerpot banana ananas,plant flowerpot banana ananas,0.009615385,0.009615385,0.009615385,0.971153846,400,120,6,Raised by 6 people in 11 days,0,,11/19/18,12/5/18,15,15
1543713075-1587,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/help-kyle-corys-business,https://d2g8igdw686xgo.cloudfront.net/27700878_1518484445.4582.jpg,automotive exterior glass car fog motor vehicle road windshield vehicle auto part asphalt,automotive exterior glass  vehicle  fog motor vehicle road windshield vehicle auto part asphalt,0.542553191,0.010638298,0.010638298,0.436170213,4000,960,16,Raised by 16 people in 9 months,0,,2/12/18,12/5/18,295,68
1543713584-1775,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/hq3f2n-help-raise-money-for-business,https://d2g8igdw686xgo.cloudfront.net/25911132_1512440684.0892.jpg,font brand,font brand,0.018518519,0.203703704,0.388888889,0.388888889,1000,435,9,Raised by 9 people in 12 months,0,,12/4/17,12/5/18,365,326
1543713773-1846,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/veteran-business-being-harrassed,https://d2g8igdw686xgo.cloudfront.net/23202376_1503456579.5981.jpg,outdoor recreation plant grass tree recreation vehicle fun adventure lawn picnic,outdoor recreation plant grass tree recreation vehicle fun adventure lawn picnic,0.975806452,0.008064516,0.008064516,0.008064516,20000,5507,48,Raised by 48 people in 15 months,   11,https://www.gofundme.com/veteran-business-being-harrassed#updates,8/22/17,12/5/18,469,1100
1543713808-1859,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/o039vale-peeps-help-o039vale-business,https://d2g8igdw686xgo.cloudfront.net/31578234_1532406233240827_r.jpeg,grass plant product lawn product line font brand graphics,grass plant product lawn product line font brand graphics,0.971153846,0.009615385,0.009615385,0.009615385,10000,12335,109,Raised by 109 people in 4 months,   3,https://www.gofundme.com/o039vale-peeps-help-o039vale-business#updates,7/23/18,12/5/18,134,564
1543713636-1795,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/helpdottiebiz,https://d2g8igdw686xgo.cloudfront.net/28386484_15210069810_r.jpeg,product service health care product,product service health  vehicle e product,0.796875,0.015625,0.171875,0.015625,5000,4025,67,Raised by 67 people in 8 months,   7,https://www.gofundme.com/helpdottiebiz#updates,3/14/18,12/5/18,265,297
1543713447-1723,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/6dnwduw,https://d2g8igdw686xgo.cloudfront.net/34373506_1542460266512947_r.jpg,tree,tree,0.006944444,0.006944444,0.006944444,0.979166667,7000,5125,39,Raised by 39 people in 22 days,0,,11/9/18,12/5/18,25,252
1543712876-1516,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/business-sign-for-just-dance,https://d2g8igdw686xgo.cloudfront.net/26412456_1513879765.2259.jpg,social group youth team community class student high school girl school fun,social group youth team community class student high school  people  school fun,0.00877193,0.973684211,0.00877193,0.00877193,3000,1230,30,Raised by 30 people in 11 months,   1,https://www.gofundme.com/business-sign-for-just-dance#updates,12/21/17,12/5/18,348,89
1543711998-1183,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/ykb2b-plumbing-company,https://d2g8igdw686xgo.cloudfront.net/31409970_1543708931257169_r.jpg,arm product,arm product,0.071428571,0.071428571,0.071428571,0.785714286,20000,0,0,Campaign created 2 months ago,0,,9/20/18,12/5/18,75,3
1543713406-1708,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/exploring-business-law-london,https://d2g8igdw686xgo.cloudfront.net/20601750_1495554141.9657.jpg,sky waterway cloud water river tourism recreation tree travel city,sky waterway cloud water river tourism recreation tree travel city,0.009615385,0.009615385,0.009615385,0.971153846,3600,709,20,Raised by 20 people in 18 months,0,,5/23/17,12/5/18,560,126
1543712585-1406,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/new-computer-podcast-equipment,,#N/A,#N/A, , , , ,5000,2470,30,Raised by 30 people in 16 months,   6,https://www.gofundme.com/new-computer-podcast-equipment#updates,7/21/17,12/5/18,501,49
1543713770-1845,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/helpChrisMunro,https://d2g8igdw686xgo.cloudfront.net/25704918_fb_1511837567.9482_funds.jpg,person man facial hair photography eye plaid smile beard forehead human, people   people   people   _people  photography eye plaid  people  beard  people   people ,0.007462687,0.97761194,0.007462687,0.007462687,3999,1545,17,Raised by 17 people in 12 months,0,,11/27/17,12/5/18,372,54
1543712999-1562,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/rutgersbusinessbrigade,https://d2g8igdw686xgo.cloudfront.net/28610908_15218513480_r.jpg,blue text font product logo product line area brand graphics,blue text font product logo product line area brand graphics,0.968085106,0.010638298,0.010638298,0.010638298,1200,160,5,Raised by 5 people in 8 months,0,,3/23/18,12/5/18,256,22
1543713454-1726,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/help-to-keep-a-local-sbusiness-goin,https://d2g8igdw686xgo.cloudfront.net/25112790_fb_1509735015.5251_funds.jpg,nature reserve ecosystem vertebrate water watercourse wilderness jungle tree river stream,nature reserve ecosystem vertebrate water watercourse wilderness jungle tree river stream,0.008064516,0.975806452,0.008064516,0.008064516,2000,850,18,Raised by 18 people in 13 months,0,,11/3/17,12/5/18,396,64
1543713721-1826,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/donate-to-support-native-women,,#N/A,#N/A, , , , ,5000,4425,86,Raised by 86 people in 8 months,   2,https://www.gofundme.com/donate-to-support-native-women#updates,3/23/18,12/5/18,256,381
1543713398-1705,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/help-a-vet-start-a-small-business,https://d2g8igdw686xgo.cloudfront.net/24096332_1506097954.7969.jpg,white black photograph black and white monochrome photography photography hand leg monochrome human body,white black photograph black and white monochrome photography photography hand leg monochrome  people  body,0.011904762,0.011904762,0.130952381,0.845238095,750,510,9,Raised by 9 people in 14 months,0,,9/22/17,12/5/18,438,53
1543712682-1443,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/help-with-starting-up-own-business,https://d2g8igdw686xgo.cloudfront.net/29164720_15238445220_r.jpeg,cat mammal small to medium sized cats vertebrate whiskers cat like mammal snout space graphics,cat mammal small to medium sized cats vertebrate whiskers cat like mammal snout space graphics,0.006097561,0.006097561,0.006097561,0.981707317,1500,202,12,Raised by 12 people in 7 months,   1,https://www.gofundme.com/help-with-starting-up-own-business#updates,4/15/18,12/5/18,233,42
1543713568-1769,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/wvtakesoff,https://d2g8igdw686xgo.cloudfront.net/34112754_1540901503729265_r.jpeg,sea vacation water fun tourism ocean recreation travel family,sea vacation water fun tourism ocean recreation travel  people ,0.00877193,0.184210526,0.00877193,0.798245614,1130,1260,15,Raised by 15 people in 1 month,   1,https://www.gofundme.com/wvtakesoff#updates,10/30/18,12/5/18,35,5
1543713423-1713,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/student-tuition-for-nylf-business,https://d2g8igdw686xgo.cloudfront.net/27654024_1518317772.5532.jpg,eyewear glasses eyebrow vision care chin cheek black hair forehead girl lip, glasses  glasses  people  vision  vehicle e  people   people  black  _people   people   people   people ,0.89516129,0.008064516,0.008064516,0.088709677,4500,2055,30,Raised by 30 people in 9 months,0,,2/10/18,12/5/18,297,77
1543713995-1927,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/support-small-business-owners-struck-by-fire,https://d2g8igdw686xgo.cloudfront.net/34778786_1542974492997914_r.jpeg,vehicle,vehicle,0.953125,0.015625,0.015625,0.015625,70000,3004,50,Raised by 50 people in 8 days,0,,11/23/18,12/5/18,11,681
1543712725-1460,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/travelingpillar,https://d2g8igdw686xgo.cloudfront.net/27848288_1519056758.9971.jpg,shelving furniture shelf bookcase interior design display case,shelving furniture shelf bookcase interior design display case,0.778846154,0.009615385,0.201923077,0.009615385,1200,900,22,Raised by 22 people in 9 months,   1,https://www.gofundme.com/travelingpillar#updates,2/19/18,12/5/18,288,93
1543712080-1216,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/6gzqy54,https://d2g8igdw686xgo.cloudfront.net/34871774_1543705486939341_r.jpg,cookie cookies and crackers baked goods chocolate chip cookie biscuit snack food gocciole cookie dough chocolate chip,cookie cookies and crackers baked goods chocolate chip cookie biscuit snack food gocciole cookie dough chocolate chip,0.00877193,0.00877193,0.798245614,0.184210526,100,0,0,Campaign created 4 days ago,0,,11/26/18,12/5/18,8,0
1543712581-1405,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/beards-for-businesses,https://d2g8igdw686xgo.cloudfront.net/20861440_1496365498.986.jpg,hair facial hair eyewear beard moustache chin glasses vision care sunglasses selfie, _people   people   _people   glasses  beard moustache  people  glasses vision  vehicle e sunglasses selfie,0.007462687,0.007462687,0.007462687,0.97761194,1500,570,13,Raised by 13 people in 18 months,   7,https://www.gofundme.com/beards-for-businesses#updates,6/1/17,12/5/18,551,143
1543712130-1237,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/qq3qxe-trying-to-start-up-a-business,https://d2g8igdw686xgo.cloudfront.net/27331902_1534244232436581_r.jpeg,vertebrate aquarium entertainment marine biology underwater event fun organism fish music venue,vertebrate aquarium entertainment marine biology underwater event fun organism fish music venue,0.088709677,0.008064516,0.411290323,0.491935484,2000,0,0,Campaign created 3 months ago,0,,8/14/18,12/5/18,112,4
1543712288-1296,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/microgreens-business-startup,https://d2g8igdw686xgo.cloudfront.net/34956310_1543515699423406_r.jpeg,plant grass groundcover flower shrub herb,plant grass groundcover flower shrub herb,0.005747126,0.005747126,0.867816092,0.120689655,1500,30,2,Raised by 2 people in 2 days,0,,11/29/18,12/5/18,5,7
1543712322-1309,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/help-rebuild-dads-business,https://d2g8igdw686xgo.cloudfront.net/26768652_1515298434.4563.jpeg,sky cloud atmosphere morning smoke meteorological phenomenon house sunlight evening,sky cloud atmosphere morning smoke meteorological phenomenon house sunlight evening,0.535087719,0.00877193,0.359649123,0.096491228,10000,1295,19,Raised by 19 people in 10 months,   3,https://www.gofundme.com/help-rebuild-dads-business#updates,1/6/18,12/5/18,332,167
1543711943-1162,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/6qsc3-bbq-business,https://d2g8igdw686xgo.cloudfront.net/29467230_15248465540_r.jpeg,vehicle motor vehicle car trailer automotive exterior product truck food truck,vehicle motor vehicle  vehicle  trailer automotive exterior product truck food truck,0.148648649,0.283783784,0.554054054,0.013513514,600,0,0,Campaign created 7 months ago,0,,4/27/18,12/5/18,221,21
1543711677-1070,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/seektheworldvan,https://d2g8igdw686xgo.cloudfront.net/30233836_15277749320_r.jpg,car land vehicle motor vehicle vehicle transport van mode of transport commercial vehicle recreational vehicle automotive design, vehicle  land vehicle motor vehicle vehicle transport van mode of transport commercial vehicle recreational vehicle automotive design,0.542553191,0.436170213,0.010638298,0.010638298,12000,13622,281,Raised by 281 people in 6 months,0,,5/29/18,12/5/18,189,1300
1543712234-1276,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/5fwlqk0,https://d2g8igdw686xgo.cloudfront.net/29320956_15243667080_r.jpg,heat darkness fire geological phenomenon flame sky computer wallpaper night bonfire event,heat darkness fire geological phenomenon flame sky computer wallpaper night bonfire event,0.015625,0.015625,0.015625,0.953125,15000,4130,5,Raised by 5 people in 7 months,0,,4/21/18,12/5/18,227,10
